Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
8,3,7,3,yes,no,shell programming,medium,excellent,IOT,system developer,Cloud Services,no,Management,smart worker,yes,no,Applications Developer
1,6,6,7,no,no,full stack,excellent,poor,Computer Architecture,system developer,BPA,yes,Technical,smart worker,yes,yes,Applications Developer
7,5,3,2,yes,yes,machine learning,poor,poor,hacking,Business process analyst,Product based,yes,Technical,hard worker,no,no,Applications Developer
9,4,3,4,yes,no,shell programming,medium,excellent,Management,system developer,BPA,no,Management,hard worker,yes,yes,Applications Developer
4,5,3,1,yes,yes,machine learning,poor,medium,programming,testing,Sales and Marketing,no,Management,hard worker,no,no,Applications Developer
8,4,8,8,yes,no,python,poor,poor,Software Engineering,Business process analyst,BPA,yes,Management,smart worker,yes,no,Applications Developer
5,3,6,4,no,no,hadoop,medium,excellent,data engineering,testing,product development,yes,Management,hard worker,no,no,Applications Developer
9,4,8,8,no,yes,shell programming,medium,excellent,Computer Architecture,Business process analyst,Product based,no,Management,hard worker,yes,yes,Applications Developer
7,4,1,9,yes,yes,information security,excellent,excellent,data engineering,security,Cloud Services,no,Technical,hard worker,yes,yes,Applications Developer
4,0,2,4,yes,no,python,poor,poor,cloud computing domain,testing,Testing and Maintainance Services,no,Technical,smart worker,yes,no,Applications Developer
5,2,1,6,yes,no,shell programming,excellent,poor,networks,security,Finance,no,Management,hard worker,yes,no,Applications Developer
6,2,9,2,yes,yes,full stack,medium,poor,networks,Business process analyst,BPA,yes,Management,hard worker,no,yes,Applications Developer
2,6,5,1,yes,no,full stack,poor,excellent,parallel computing,cloud computing,SAaS services,yes,Management,hard worker,yes,no,Applications Developer
6,2,4,2,no,yes,distro making,medium,excellent,data engineering,cloud computing,product development,yes,Management,hard worker,no,yes,Applications Developer
8,3,7,2,no,no,full stack,medium,excellent,programming,cloud computing,Finance,no,Management,smart worker,no,no,Applications Developer
8,2,4,9,yes,no,r programming,excellent,excellent,data engineering,system developer,Finance,no,Management,smart worker,no,no,Applications Developer
9,1,3,2,yes,no,r programming,excellent,medium,hacking,Business process analyst,Web Services,no,Technical,hard worker,yes,no,Applications Developer
5,4,3,4,no,yes,machine learning,poor,medium,Management,Business process analyst,product development,no,Management,hard worker,yes,yes,Applications Developer
2,3,6,6,yes,no,distro making,poor,medium,cloud computing domain,system developer,product development,yes,Management,smart worker,yes,no,Applications Developer
9,2,7,5,no,yes,shell programming,excellent,excellent,networks,system developer,Finance,no,Management,smart worker,yes,yes,Applications Developer
4,5,5,3,yes,yes,full stack,poor,poor,Software Engineering,developer,Sales and Marketing,yes,Technical,smart worker,yes,yes,Applications Developer
6,4,7,9,yes,no,python,medium,poor,Computer Architecture,security,Web Services,no,Technical,smart worker,yes,yes,Applications Developer
7,1,8,8,yes,yes,app development,excellent,excellent,Management,Business process analyst,product development,no,Technical,hard worker,yes,yes,Applications Developer
1,1,8,1,yes,yes,python,medium,poor,hacking,testing,Product based,no,Management,smart worker,no,no,Applications Developer
7,4,5,5,no,no,app development,poor,poor,Software Engineering,security,Web Services,no,Management,smart worker,no,yes,Applications Developer
3,2,1,7,no,yes,machine learning,poor,medium,Software Engineering,testing,Sales and Marketing,yes,Management,smart worker,yes,yes,Applications Developer
1,6,2,3,no,yes,python,excellent,excellent,networks,testing,Testing and Maintainance Services,no,Technical,hard worker,no,yes,Applications Developer
1,3,1,9,no,no,shell programming,poor,poor,IOT,Business process analyst,Product based,no,Technical,smart worker,no,no,Applications Developer
7,5,7,4,no,no,information security,poor,excellent,IOT,developer,Web Services,yes,Technical,hard worker,no,no,Applications Developer
4,2,4,4,yes,yes,shell programming,excellent,poor,networks,testing,SAaS services,no,Technical,smart worker,no,no,Applications Developer
1,2,9,6,no,no,full stack,medium,medium,networks,system developer,Finance,yes,Technical,hard worker,no,yes,Applications Developer
7,0,8,8,yes,no,full stack,excellent,poor,data engineering,security,Cloud Services,no,Management,smart worker,yes,yes,Applications Developer
4,0,1,5,yes,yes,python,poor,poor,parallel computing,cloud computing,Product based,no,Management,hard worker,yes,no,Applications Developer
1,1,2,2,yes,yes,distro making,poor,poor,networks,testing,Testing and Maintainance Services,yes,Management,hard worker,yes,yes,Applications Developer
3,1,9,3,no,yes,information security,medium,poor,hacking,Business process analyst,Finance,yes,Technical,hard worker,no,no,Applications Developer
6,0,3,2,yes,yes,distro making,medium,excellent,hacking,security,Product based,no,Technical,hard worker,no,yes,Applications Developer
5,0,9,7,yes,yes,python,excellent,poor,Computer Architecture,security,BPA,no,Technical,hard worker,yes,yes,Applications Developer
7,1,7,8,yes,yes,app development,medium,excellent,Software Engineering,system developer,Web Services,yes,Management,smart worker,no,yes,Applications Developer
2,2,2,5,no,yes,hadoop,excellent,medium,parallel computing,system developer,Testing and Maintainance Services,yes,Technical,smart worker,yes,no,Applications Developer
4,2,9,3,yes,yes,app development,medium,poor,data engineering,testing,SAaS services,no,Technical,hard worker,no,no,Applications Developer
6,0,3,7,no,yes,distro making,medium,medium,parallel computing,system developer,Sales and Marketing,yes,Management,smart worker,yes,yes,Applications Developer
8,3,2,7,yes,no,r programming,medium,excellent,networks,system developer,Sales and Marketing,yes,Technical,smart worker,yes,no,Applications Developer
2,3,4,6,yes,no,python,poor,medium,parallel computing,security,product development,no,Management,smart worker,yes,no,Applications Developer
9,1,5,4,no,no,shell programming,excellent,medium,Computer Architecture,cloud computing,SAaS services,yes,Management,hard worker,no,yes,Applications Developer
1,0,3,3,no,no,r programming,excellent,excellent,data engineering,system developer,Service Based,no,Technical,smart worker,yes,yes,Applications Developer
4,1,7,9,no,no,information security,poor,poor,parallel computing,cloud computing,Web Services,yes,Technical,smart worker,yes,no,Applications Developer
1,2,1,8,no,yes,r programming,medium,excellent,data engineering,developer,Sales and Marketing,no,Management,hard worker,yes,no,Applications Developer
4,5,9,1,no,no,full stack,excellent,medium,Computer Architecture,Business process analyst,Product based,no,Management,smart worker,yes,no,Applications Developer
4,4,6,7,no,no,machine learning,poor,medium,networks,testing,Finance,no,Management,hard worker,no,no,Applications Developer
9,1,2,1,yes,yes,shell programming,medium,excellent,programming,Business process analyst,BPA,no,Management,hard worker,no,no,Applications Developer
1,5,1,8,no,yes,r programming,excellent,excellent,cloud computing domain,cloud computing,Cloud Services,no,Technical,hard worker,yes,no,Applications Developer
9,3,1,8,no,no,machine learning,poor,medium,cloud computing domain,Business process analyst,Finance,yes,Technical,smart worker,no,yes,Applications Developer
3,6,5,4,no,no,shell programming,excellent,medium,hacking,cloud computing,Service Based,yes,Technical,hard worker,no,no,Applications Developer
3,6,4,5,yes,yes,python,medium,medium,Management,Business process analyst,Web Services,yes,Technical,smart worker,yes,yes,Applications Developer
8,0,1,6,yes,no,information security,poor,poor,programming,Business process analyst,Product based,no,Management,hard worker,yes,yes,Applications Developer
8,0,9,8,no,yes,distro making,medium,medium,cloud computing domain,cloud computing,Service Based,no,Technical,hard worker,no,no,Applications Developer
9,0,4,4,yes,yes,r programming,medium,medium,networks,developer,Cloud Services,yes,Management,hard worker,no,yes,Applications Developer
2,2,2,4,yes,no,hadoop,medium,excellent,IOT,developer,product development,yes,Management,smart worker,yes,no,Applications Developer
8,2,2,4,yes,no,python,poor,poor,cloud computing domain,developer,Cloud Services,yes,Technical,smart worker,no,yes,Applications Developer
1,3,8,4,yes,yes,python,poor,excellent,Computer Architecture,security,Finance,yes,Management,hard worker,yes,no,Applications Developer
7,0,7,9,no,no,full stack,medium,excellent,IOT,testing,SAaS services,yes,Technical,hard worker,yes,no,Applications Developer
1,6,2,2,yes,no,python,excellent,poor,Management,developer,Web Services,no,Technical,hard worker,yes,no,Applications Developer
1,2,5,1,yes,no,machine learning,medium,excellent,Software Engineering,developer,Testing and Maintainance Services,yes,Management,smart worker,no,yes,Applications Developer
8,2,2,9,yes,yes,distro making,poor,excellent,Software Engineering,testing,Service Based,no,Management,hard worker,no,no,Applications Developer
4,4,7,5,no,no,shell programming,medium,poor,Software Engineering,testing,Finance,no,Technical,hard worker,no,yes,Applications Developer
4,1,2,7,yes,yes,shell programming,excellent,excellent,cloud computing domain,system developer,Testing and Maintainance Services,yes,Management,hard worker,no,no,Applications Developer
1,2,8,1,no,no,distro making,excellent,poor,IOT,security,Cloud Services,yes,Technical,smart worker,yes,no,Applications Developer
7,3,8,5,yes,yes,python,poor,excellent,Management,developer,SAaS services,no,Technical,smart worker,yes,no,Applications Developer
9,0,1,5,no,yes,distro making,excellent,medium,programming,developer,SAaS services,no,Technical,smart worker,yes,no,Applications Developer
3,5,7,5,no,no,distro making,excellent,excellent,Computer Architecture,developer,Cloud Services,yes,Management,hard worker,no,yes,Applications Developer
5,2,8,6,no,yes,full stack,medium,medium,data engineering,security,Web Services,no,Technical,smart worker,yes,yes,Applications Developer
6,1,1,8,no,yes,r programming,medium,poor,hacking,developer,BPA,no,Technical,smart worker,no,no,Applications Developer
9,1,1,1,yes,yes,information security,poor,excellent,IOT,testing,Cloud Services,yes,Technical,smart worker,no,yes,Applications Developer
3,1,9,5,no,yes,distro making,medium,medium,Software Engineering,testing,Product based,yes,Technical,hard worker,no,no,Applications Developer
4,2,3,9,yes,yes,python,poor,medium,networks,security,Sales and Marketing,no,Management,smart worker,yes,yes,Applications Developer
1,4,9,8,no,yes,shell programming,medium,medium,cloud computing domain,cloud computing,Web Services,yes,Management,hard worker,yes,no,Applications Developer
4,2,2,8,no,no,information security,excellent,excellent,data engineering,system developer,product development,yes,Management,smart worker,yes,no,Applications Developer
2,0,9,7,no,no,r programming,excellent,excellent,Computer Architecture,Business process analyst,Web Services,yes,Management,hard worker,no,no,Applications Developer
6,3,2,4,yes,no,full stack,poor,excellent,programming,security,Sales and Marketing,no,Technical,hard worker,no,yes,Applications Developer
8,0,1,5,yes,no,distro making,poor,poor,data engineering,security,product development,no,Technical,smart worker,no,yes,Applications Developer
6,3,8,4,no,yes,python,medium,excellent,cloud computing domain,security,Product based,no,Management,hard worker,yes,no,Applications Developer
3,1,2,4,no,yes,r programming,medium,medium,Computer Architecture,developer,Cloud Services,yes,Technical,smart worker,no,no,Applications Developer
9,3,6,7,no,yes,full stack,excellent,medium,Computer Architecture,system developer,Service Based,no,Technical,hard worker,no,yes,Applications Developer
1,0,1,9,yes,yes,full stack,poor,poor,programming,system developer,Web Services,no,Technical,hard worker,yes,yes,Applications Developer
8,1,6,8,no,no,distro making,poor,excellent,Management,developer,Product based,no,Technical,smart worker,no,yes,Applications Developer
9,5,9,9,no,no,python,medium,medium,hacking,testing,SAaS services,yes,Management,smart worker,yes,no,Applications Developer
